CHROMOSOME	START_POS	END_POS	STRAND	GENE	OVERLAP
chr1	33772366	33786699	-	A3GALT2	N
chr1	33789223	33841194	-	PHC2	Y
chr1	33797993	33798093	-	MIR3605	Y
chr1	33815952	33828846	+	LOC101929464	Y
chr1	33938231	33961995	+	ZSCAN20	N
chr1	33979598	34631443	-	CSMD2	Y
chr1	34326075	34330392	+	HMGB4	Y
chr1	34334556	34351059	+	CSMD2-AS1	Y
chr1	34632483	34684731	+	C1orf94	N
chr1	35135199	35135295	-	MIR552	N
chr1	35220647	35224113	+	GJB5	N
chr1	35225341	35229325	+	GJB4	N
chr1	35246789	35251967	+	GJB3	N
chr1	35258598	35261348	+	GJA4	N
chr1	35315962	35325417	-	SMIM12	N
chr1	35331036	35395186	-	DLGAP3	N
chr1	35441299	35444307	-	LOC653160	N
chr1	35447126	35450948	-	TMEM35B	N
chr1	35451766	35497569	-	ZMYM6	N
chr1	35525386	35581459	+	ZMYM1	N
chr1	35641978	35658746	-	SFPQ	N
chr1	35734567	35887545	+	ZMYM4	N
chr1	35899090	36023037	-	KIAA0319L	N
chr1	36023392	36032380	+	NCDN	N
chr1	36038970	36060927	+	TFAP2E	N
chr1	36065142	36107445	-	PSMB2	N
chr1	36179476	36184790	-	C1orf216	N
chr1	36197712	36235551	-	CLSPN	N
chr1	36273827	36323490	+	AGO4	N
chr1	36335408	36389899	+	AGO1	N
chr1	36396682	36522063	+	AGO3	N
chr1	36549675	36553876	+	TEKT2	N
chr1	36554452	36559533	+	ADPRHL2	N
chr1	36560836	36590685	-	COL8A2	N
chr1	36602169	36621654	-	TRAPPC3	Y
chr1	36621565	36646451	+	MAP7D1	Y
chr1	36690012	36770957	+	THRAP3	N
chr1	36771993	36786948	+	SH3D21	N
chr1	36787630	36789755	-	EVA1B	N
chr1	36805219	36851528	-	STK40	N
chr1	36859020	36863560	-	LSM10	N
chr1	36883506	36916086	-	OSCP1	N
chr1	36921361	36930040	-	MRPS15	N
chr1	36931643	36948915	-	CSF3R	N
chr1	37261127	37499844	-	GRIK3	N
chr1	37627163	37627235	+	MIR4255	N
chr1	37920479	37940044	-	LINC01137	N
chr1	37940118	37949978	+	ZC3H12A	Y
chr1	37945830	37945890	+	MIR6732	Y
chr1	37955560	37980420	-	MEAF6	Y
chr1	37966535	37966595	-	MIR5581	Y
chr1	38000049	38019945	-	SNIP1	N
chr1	38022519	38032458	+	DNALI1	Y
chr1	38032412	38061586	-	GNL2	Y
chr1	38076950	38100595	-	RSPO1	N
chr1	38147241	38156267	-	C1orf109	N
chr1	38158072	38175391	+	CDCA8	N
chr1	38181645	38230824	-	EPHA10	N
chr1	38259773	38267278	+	MANEAL	N
chr1	38268613	38273865	-	YRDC	Y
chr1	38273472	38275126	+	C1orf122	Y
chr1	38275238	38325292	-	MTF1	N
chr1	38326368	38412729	-	INPP5B	N
chr1	38422651	38455782	-	SF3A3	N
chr1	38462441	38471187	-	FHL3	N
chr1	38478383	38490497	+	UTP11	N
chr1	38509522	38512450	-	POU3F1	N
chr1	38554902	38555001	+	MIR3659	N
chr1	38674705	38680439	-	LINC01343	N
chr1	39303868	39325495	-	RRAGC	N
chr1	39328161	39339050	-	MYCBP	Y
chr1	39328161	39347298	-	GJA9-MYCBP	Y
chr1	39339072	39341898	+	LOC105378663	Y
chr1	39339738	39347298	-	GJA9	Y
chr1	39351477	39407502	-	RHBDL2	N
chr1	39456915	39471737	+	AKIRIN1	N
chr1	39491966	39500308	+	NDUFS5	N
chr1	39549838	39952810	+	MACF1	Y
chr1	39875175	39882154	+	KIAA0754	Y
chr1	39957317	39995541	+	BMP8A	Y
chr1	39980537	39982341	+	OXCT2P1	Y
chr1	39987951	40025370	-	PPIEL	Y
chr1	40026484	40042521	-	PABPC4	Y
chr1	40030741	40038875	+	LOC101929516	Y
chr1	40033045	40033182	-	SNORA55	Y
chr1	40089102	40105348	-	HEYL	N
chr1	40124792	40137710	-	NT5C1A	N
chr1	40144319	40157382	-	HPCAL4	N
chr1	40204516	40229586	+	PPIE	Y
chr1	40223902	40254533	-	BMP8B	Y
chr1	40235196	40237020	-	OXCT2	Y
chr1	40254647	40255842	+	LOC101929536	N
chr1	40306705	40349183	-	TRIT1	N
chr1	40361095	40367687	-	MYCL	N
chr1	40420783	40435640	+	MFSD2A	N
chr1	40506254	40538321	+	CAP1	N
chr1	40538381	40563142	-	PPT1	N
chr1	40627040	40706593	+	RLF	N
chr1	40713572	40717365	+	TMCO2	N
chr1	40723721	40759856	+	ZMPSTE24	N
chr1	40766162	40782939	-	COL9A2	N
chr1	40839377	40888998	+	SMAP2	N
chr1	40916336	40929390	+	ZFP69B	N
chr1	40943301	40962015	+	ZFP69	N
chr1	40974432	40982214	+	EXO5	N
chr1	40997232	41013841	+	ZNF684	N
chr1	41086351	41131324	-	RIMS3	N
chr1	41154751	41157933	-	NFYC-AS1	Y
chr1	41157241	41237276	+	NFYC	Y
chr1	41220026	41220118	+	MIR30E	Y
chr1	41222955	41223044	+	MIR30C1	Y
chr1	41249683	41306124	+	KCNQ4	N
chr1	41326727	41328018	-	CITED4	N
chr1	41444970	41478237	+	CTPS1	N
chr1	41480261	41509562	+	SLFNL1-AS1	Y
chr1	41481268	41487427	-	SLFNL1	Y
chr1	41492870	41707815	-	SCMH1	Y
chr1	41827602	41849263	+	FOXO6	Y
chr1	41840675	41841341	-	LOC101929901	Y
chr1	41944445	41950354	-	EDN2	N
chr1	41972035	42501596	-	HIVEP3	N
chr1	42619091	42621495	+	GUCA2B	N
chr1	42628361	42630395	-	GUCA2A	N
chr1	42642209	42801548	-	FOXJ3	N
chr1	42846467	42889900	+	RIMKLA	N
chr1	42896000	42921938	-	ZMYND12	N
chr1	42922011	42939049	+	PPCS	N
chr1	43000559	43120335	+	CCDC30	N
chr1	43124047	43142429	+	PPIH	N
chr1	43147905	43169474	+	YBX1	N
chr1	43198763	43205925	-	CLDN19	N
chr1	43212005	43232755	-	P3H1	N
chr1	43232915	43241413	+	C1orf50	N
chr1	43242336	43250566	-	LOC105378683	N
chr1	43253660	43263901	+	LOC100129924	N
chr1	43272722	43283059	-	SVBP	Y
chr1	43282775	43310660	+	ERMAP	Y
chr1	43312243	43318146	+	ZNF691	N
chr1	43323292	43354463	+	LOC339539	N
chr1	43391045	43424847	-	SLC2A1	Y
chr1	43424719	43449029	+	SLC2A1-AS1	Y
chr1	43613593	43622067	+	FAM183A	N
chr1	43629844	43638241	-	EBNA1BP2	Y
chr1	43637322	43637383	-	MIR6733	Y
chr1	43638000	43720029	+	CFAP57	Y
chr1	43735664	43739673	+	TMEM125	N
chr1	43747555	43751288	-	C1orf210	N
chr1	43766565	43788781	+	TIE1	N
chr1	43803474	43820135	+	MPL	N
chr1	43824625	43828873	+	CDC20	N
chr1	43829067	43833745	-	ELOVL1	Y
chr1	43830318	43830386	-	MIR6734	Y
chr1	43849578	43855483	-	MED8	N
chr1	43855555	43919918	+	SZT2	Y
chr1	43914209	43914282	+	MIR6735	Y
chr1	43916673	43919660	-	HYI	Y
chr1	43996546	44089343	+	PTPRF	N
chr1	44115796	44171189	+	KDM4A	Y
chr1	44165408	44173012	-	KDM4A-AS1	Y
chr1	44173203	44396837	+	ST3GAL3	Y
chr1	44175075	44193014	-	LOC101929592	Y
chr1	44304293	44304355	+	MIR6079	Y
chr1	44398991	44402912	+	ARTN	N
chr1	44412477	44433694	+	IPO13	N
chr1	44435652	44439043	+	DPH2	N
chr1	44440319	44443972	+	ATP6V0B	N
chr1	44444873	44456843	+	B4GALT2	N
chr1	44457279	44462198	+	CCDC24	Y
chr1	44462154	44497164	-	SLC6A9	Y
chr1	44584521	44600809	+	KLF17	N
chr1	44679124	44686351	+	DMAP1	N
chr1	44686741	44820951	-	ERI3	Y
chr1	44688266	44709955	-	ERI3-IT1	Y
chr1	44718015	44718231	-	SNORA110	Y
chr1	44870831	45117396	+	RNF220	Y
chr1	45011164	45011224	+	MIR5584	Y
chr1	45118918	45140280	-	TMEM53	N
chr1	45140393	45191263	+	C1orf228	N
chr1	45205489	45233438	+	KIF2C	N
chr1	45241245	45244412	+	RPS8	Y
chr1	45241536	45241610	+	SNORD55	Y
chr1	45242163	45242261	+	SNORD46	Y
chr1	45243513	45243584	+	SNORD38A	Y
chr1	45244061	45244130	+	SNORD38B	Y
chr1	45249256	45253426	-	BEST4	N
chr1	45265896	45271667	+	PLK3	Y
chr1	45271581	45272957	-	TCTEX1D4	Y
chr1	45274153	45279801	+	BTBD19	N
chr1	45285515	45308616	-	PTCH2	N
chr1	45316193	45452394	-	EIF2B3	N
chr1	45468219	45477027	-	HECTD3	N
chr1	45477804	45481341	+	UROD	N
chr1	45482075	45672250	-	ZSWIM5	N
chr1	45769581	45771291	+	LINC01144	N
chr1	45792544	45794346	+	HPDL	N
chr1	45794913	45806142	-	MUTYH	Y
chr1	45805341	45809650	+	TOE1	Y
chr1	45809554	45956840	-	TESK2	Y
chr1	45959597	45965751	-	CCDC163P	N
chr1	45965855	45976739	+	MMACHC	Y
chr1	45976706	45988562	-	PRDX1	Y
chr1	46016454	46035723	+	AKR1A1	N
chr1	46049659	46084578	+	NASP	N
chr1	46085715	46089731	-	CCDC17	N
chr1	46092975	46152302	-	GPBP1L1	Y
chr1	46111451	46112357	-	RPS15AP10	Y
chr1	46153846	46160108	+	TMEM69	Y
chr1	46159997	46216485	-	IPP	Y
chr1	46269278	46501796	+	MAST2	N
chr1	46505811	46642167	-	PIK3R3	Y
chr1	46599042	46604752	+	LOC101929626	Y
chr1	46640748	46651634	+	TSPAN1	Y
chr1	46654352	46685977	-	POMGNT1	Y
chr1	46669005	46686928	+	LURAP1	Y
chr1	46713366	46744145	+	RAD54L	Y
chr1	46744071	46769038	-	LRRC41	Y
chr1	46769284	46782449	+	UQCRH	N
chr1	46805848	46830824	+	NSUN4	N
chr1	46859938	46879520	+	FAAH	N
chr1	46899498	46911374	+	FAAHP1	N
chr1	46912344	46915376	-	LINC01398	N
chr1	46972667	46979886	+	DMBX1	N
chr1	47004367	47035927	+	MKNK1-AS1	Y
chr1	47011309	47017329	-	KNCN	Y
chr1	47023078	47069966	-	MKNK1	Y
chr1	47073386	47082563	-	MOB3C	N
chr1	47100710	47134099	-	ATPAF1	N
chr1	47137504	47139256	+	TEX38	N
chr1	47139707	47157769	+	EFCAB14-AS1	Y
chr1	47140830	47184736	-	EFCAB14	Y
chr1	47264669	47285021	+	CYP4B1	N
chr1	47308766	47366147	-	CYP4Z2P	N
chr1	47394845	47407156	-	CYP4A11	N
chr1	47427035	47516426	+	CYP4X1	N
chr1	47533159	47583992	+	CYP4Z1	N
chr1	47603096	47614526	+	CYP4A22	N
chr1	47644921	47646011	+	LINC00853	N
chr1	47649260	47655771	-	PDZK1IP1	N
chr1	47681961	47698007	-	TAL1	N
chr1	47715810	47779819	-	STIL	N
chr1	47799468	47844511	+	CMPK1	N
chr1	47846467	47902989	-	LINC01389	Y
chr1	47881743	47883724	+	FOXE3	Y
chr1	47897806	47900313	-	FOXD2-AS1	Y
chr1	47901688	47906363	+	FOXD2	Y
chr1	48226199	48462562	-	TRABD2B	N
chr1	48567386	48648100	-	SKINT1L	N
chr1	48688356	48714316	+	SLC5A9	N
chr1	48761043	48937880	-	SPATA6	N
chr1	48998526	50489626	-	AGBL4	Y
chr1	49193194	49242641	-	BEND5	Y
chr1	49723082	49734966	+	LOC101929721	Y
chr1	49839872	49937757	-	AGBL4-IT1	Y
chr1	50513685	50669457	+	ELAVL4	N
chr1	50883222	50889119	-	DMRTA2	N
chr1	50906934	51425936	-	FAF1	N
chr1	51434366	51440309	+	CDKN2C	N
chr1	51525508	51525577	+	MIR4421	N
chr1	51525689	51525775	+	MIR6500	N
chr1	51567905	51613754	+	C1orf185	N
chr1	51701944	51739119	+	RNF11	N
chr1	51752929	51810788	-	TTC39A	Y
chr1	51795325	51796953	+	TTC39A-AS1	Y
chr1	51819934	51984995	-	EPS15	N
chr1	52082545	52254891	+	OSBPL9	Y
chr1	52254865	52344609	-	NRDC	Y
chr1	52302015	52302074	-	MIR761	Y
chr1	52373627	52456436	-	RAB3B	N
chr1	52485803	52521843	-	TXNDC12	Y
chr1	52497776	52499472	-	KTI12	Y
chr1	52516589	52518355	+	TXNDC12-AS1	Y
chr1	52521856	52556388	+	BTF3L4	N
chr1	52607765	52812358	+	ZFYVE9	N
chr1	52816264	52831877	-	CC2D1B	N
chr1	52838500	52870143	-	ORC1	N
chr1	52870218	52883992	+	PRPF38A	N
chr1	52888947	53018762	-	ZCCHC11	N
chr1	53068042	53074723	+	GPX7	N
chr1	53099015	53134792	+	FAM159A	N
chr1	53152013	53164038	-	COA7	N
chr1	53192130	53293013	+	ZYG11B	N
chr1	53308182	53360247	+	ZYG11A	N
chr1	53361581	53387457	-	ECHDC2	N
chr1	53392900	53517289	+	SCP2	Y
chr1	53394345	53394444	+	MIR1273F	Y
chr1	53400601	53400689	+	MIR5095	Y
chr1	53405985	53406085	+	MIR1273G	Y
chr1	53527723	53551174	+	PODN	N
chr1	53552850	53608304	-	SLC1A7	N
chr1	53662100	53679869	+	CPT2	Y
chr1	53679771	53686311	-	C1orf123	Y
chr1	53692563	53704282	-	MAGOH	Y
chr1	53704281	53708455	+	LOC100507564	Y
chr1	53708040	53793821	-	LRP8	Y
chr1	53793904	53802181	+	LOC105378732	N
chr1	53904042	53905693	-	SLC25A3P1	N
chr1	53925071	53933160	+	DMRTB1	N
chr1	53971905	54199877	-	GLIS1	N
chr1	54231133	54304225	-	NDC1	N
chr1	54317391	54355504	-	YIPF1	N
chr1	54359859	54376759	+	DIO1	N
chr1	54387233	54411981	-	HSPB11	N
chr1	54411998	54433841	+	LRRC42	N
chr1	54472970	54483859	-	LDLRAD1	N
chr1	54492353	54519246	-	TMEM59	Y
chr1	54519244	54578192	+	TCEANC2	Y
chr1	54519751	54519827	+	MIR4781	Y
chr1	54604667	54618679	-	CDCP2	N
chr1	54638026	54665746	-	CYB5RL	N
chr1	54665839	54684056	+	MRPL37	N
chr1	54691103	54872068	-	SSBP3	Y
chr1	54702115	54704736	+	SSBP3-AS1	Y
chr1	55013806	55100417	+	ACOT11	Y
chr1	55074849	55089200	-	FAM151A	Y
chr1	55107412	55175940	+	MROH7	Y
chr1	55107412	55208328	+	MROH7-TTC4	Y
chr1	55181494	55208328	+	TTC4	Y
chr1	55222570	55230226	-	PARS2	N
chr1	55246751	55266941	-	TTC22	N
chr1	55271735	55307937	+	LEXM	N
chr1	55315299	55352921	-	DHCR24	N
chr1	55446336	55457966	+	TMEM61	N
chr1	55464616	55474465	+	BSND	N
chr1	55505148	55530526	+	PCSK9	N
chr1	55532031	55681039	-	USP24	N
chr1	55681080	55683128	+	LOC100507634	N
chr1	55691313	55691396	+	MIR4422	N
chr1	56960418	57045257	-	PLPP3	N
chr1	57093463	57110991	-	LOC101929935	Y
chr1	57110989	57181008	+	PRKAA2	Y
chr1	57184476	57285369	-	C1orf168	N
chr1	57320442	57383894	+	C8A	N
chr1	57394882	57431813	-	C8B	N
chr1	57463578	58716211	-	DAB1	Y
chr1	58326214	58328786	+	DAB1-AS1	Y
chr1	58946390	59012471	-	OMA1	N
chr1	59041094	59043166	-	TACSTD2	N
chr1	59120410	59165747	-	MYSM1	N
chr1	59246462	59249785	-	JUN	N
chr1	59250822	59365384	+	LINC01135	N
chr1	59486147	59553919	+	LINC01358	N
chr1	59597607	59612479	-	HSD52	N
chr1	59762624	60228402	+	FGGY	Y
chr1	60198898	60198968	-	MIR4711	Y
chr1	60238466	60254501	+	LOC101926944	N
chr1	60280532	60342050	+	HOOK1	N
chr1	60358979	60392470	-	CYP2J2	N
chr1	60456065	60539442	-	C1orf87	N
chr1	61125302	61291256	-	LOC101926964	N
chr1	61405915	61436448	-	NFIA-AS2	N
chr1	61542945	61928460	+	NFIA	Y
chr1	61714616	61719190	-	NFIA-AS1	Y
chr1	62119913	62121800	+	MGC34796	N
chr1	62146718	62191095	-	TM2D1	N
chr1	62208148	62629591	+	PATJ	Y
chr1	62544457	62544531	+	MIR3116-1	Y
chr1	62544460	62544528	-	MIR3116-2	Y
chr1	62660473	62678001	+	L1TD1	N
chr1	62701836	62785085	-	KANK4	N
chr1	62901974	62917475	+	USP1	N
chr1	62920396	63154039	-	DOCK7	Y
chr1	63063157	63071976	+	ANGPTL3	Y
chr1	63249776	63330941	+	ATG4C	N
chr1	63624753	63782928	-	LINC00466	N
chr1	63786554	63790112	-	FOXD3-AS1	Y
chr1	63788729	63790797	+	FOXD3	Y
chr1	63792595	63792655	-	MIR6068	N
chr1	63833260	63904233	+	ALG6	N
chr1	63906440	63988944	-	ITGB3BP	N
chr1	63988971	64038364	+	EFCAB7	Y
chr1	64014650	64016307	+	DLEU2L	Y
chr1	64058946	64125916	+	PGM1	N
chr1	64239689	64647179	+	ROR1	Y
chr1	64560124	64579474	-	ROR1-AS1	Y
chr1	64669489	64710027	+	UBE2U	N
chr1	64936475	65158741	+	CACHD1	Y
chr1	65045529	65045604	+	MIR4794	Y
chr1	65210777	65298914	+	RAVER2	Y
chr1	65298905	65533429	-	JAK1	Y
chr1	65445259	65468159	-	LINC01359	Y
chr1	65523437	65523525	-	MIR3671	Y
chr1	65524116	65524191	-	MIR101-1	Y
chr1	65613231	65697828	+	AK4	N
chr1	65730376	65881552	+	DNAJC6	N
chr1	65886130	65901690	+	LEPROT	Y
chr1	65886334	66103176	+	LEPR	Y
chr1	66258192	66840262	+	PDE4B	Y
chr1	66508182	66516401	-	LOC101927139	Y
chr1	66999251	67216822	+	SGIP1	Y
chr1	67094122	67094200	+	MIR3117	Y
chr1	67218139	67244730	+	TCTEX1D1	N
chr1	67263423	67266942	-	INSL5	N
chr1	67278571	67390570	-	WDR78	N
chr1	67390577	67454302	+	MIER1	N
chr1	67465014	67520080	-	SLC35D1	N
chr1	67557858	67600654	-	C1orf141	N
chr1	67632168	67725650	+	IL23R	N
chr1	67773046	67862583	+	IL12RB2	N
chr1	67873492	67896123	-	SERBP1	N
chr1	68150859	68154021	+	GADD45A	N
chr1	68167148	68299155	-	GNG12	Y
chr1	68297970	68668670	+	GNG12-AS1	Y
chr1	68511644	68517314	-	DIRAS3	Y
chr1	68564141	68698284	-	WLS	Y
chr1	68649200	68649293	-	MIR1262	Y
chr1	68894506	68915642	-	RPE65	N
chr1	68939834	68962904	-	DEPDC1	Y
chr1	68962358	69004310	+	DEPDC1-AS1	Y
chr1	70225857	70589171	+	LRRC7	Y
chr1	70385004	70386000	+	PIN1P1	Y
chr1	70610484	70671361	-	LRRC40	N
chr1	70671364	70717701	+	SRSF11	N
chr1	70724684	70820417	-	ANKRD13C	N
chr1	70820492	70833705	+	HHLA3	N
chr1	70876900	70905534	+	CTH	N
chr1	71172135	71252151	+	LOC101927244	N
chr1	71318035	71513491	-	PTGER3	Y
chr1	71512188	71532865	+	ZRANB2-AS1	Y
chr1	71528973	71546972	-	ZRANB2	Y
chr1	71533313	71533399	-	MIR186	Y
chr1	71547006	71703406	+	ZRANB2-AS2	N
chr1	71868624	72748277	-	NEGR1	Y
chr1	72259914	72302695	-	NEGR1-IT1	Y
chr1	73771852	73804560	+	LINC01360	N
chr1	74491701	74663871	-	LRRIQ3	N
chr1	74663895	74674386	+	FPGT	Y
chr1	74663895	75010116	+	FPGT-TNNI3K	Y
chr1	74701070	75010116	+	TNNI3K	Y
chr1	75033794	75139422	-	ERICH3	Y
chr1	75043113	75091782	+	ERICH3-AS1	Y
chr1	75171171	75199092	-	CRYZ	Y
chr1	75198835	75232360	+	TYW3	Y
chr1	75594118	75627218	+	LHX8	N
chr1	75667815	76081694	-	SLC44A5	N
chr1	76190031	76229363	+	ACADM	Y
chr1	76207686	76210698	-	DLSTP1	Y
chr1	76251878	76260775	+	RABGGTB	Y
chr1	76252756	76252834	+	SNORD45C	Y
chr1	76253573	76253657	+	SNORD45A	Y
chr1	76255161	76255232	+	SNORD45B	Y
chr1	76262555	76378923	+	MSH4	N
chr1	76384557	76398116	-	ASB17	N
chr1	76477008	76485041	+	LOC101927342	N
chr1	76540388	77096669	+	ST6GALNAC3	N
chr1	77333092	77533223	+	ST6GALNAC5	Y
chr1	77525827	77525887	+	MIR7156	Y
chr1	77554666	77685132	-	PIGK	N
chr1	77747661	78025654	+	AK5	N
chr1	78028100	78149112	-	ZZZ3	N
chr1	78161673	78225564	-	USP33	N
chr1	78245308	78345225	+	MIGA1	N
chr1	78347032	78355224	-	NEXN-AS1	Y
chr1	78354199	78409578	+	NEXN	Y
chr1	78412166	78444889	-	FUBP1	Y
chr1	78444841	78483648	+	DNAJB4	Y
chr1	78510645	78604133	+	GIPC2	N
chr1	78695282	78835147	+	MGC27382	N
chr1	78956727	79006386	+	PTGFR	N
chr1	79086066	79111830	+	IFI44L	N
chr1	79115473	79129763	+	IFI44	N
chr1	79355448	79472495	-	ADGRL4	N
chr1	81001439	81112473	+	LOC101927412	N
chr1	81979564	82023387	-	LOC101927434	N
chr1	82165454	82458422	+	ADGRL2	N
chr1	83439565	83451891	-	LINC01361	N
chr1	84041470	84326679	-	LOC101927587	Y
chr1	84267198	84326229	-	LOC101927560	Y
chr1	84335056	84464833	-	TTLL7	N
chr1	84543657	84704181	+	PRKACB	N
chr1	84764048	84816481	+	SAMD13	N
chr1	84830640	84850484	-	UOX	N
chr1	84864214	84880691	+	DNASE2B	N
chr1	84944919	84964033	+	RPF1	Y
chr1	84964005	84972262	-	GNG5	Y
chr1	84971983	85022178	+	SPATA1	Y
chr1	85018803	85040163	-	CTBS	Y
chr1	85063646	85086714	-	LINC01461	N
chr1	85093912	85100703	-	LINC01555	N
chr1	85109389	85156240	-	SSX2IP	N
chr1	85279085	85358896	-	LPAR3	N
chr1	85391265	85462805	-	MCOLN2	N
chr1	85483764	85514223	-	MCOLN3	N
chr1	85527980	85598821	+	WDR63	N
chr1	85599476	85599556	+	MIR4423	N
chr1	85623355	85666728	-	SYDE2	N
chr1	85715636	85725355	-	C1orf52	N
chr1	85731459	85742587	-	BCL10	Y
chr1	85742040	85743771	+	LOC646626	Y
chr1	85784167	86044046	-	DDAH1	N
chr1	86046443	86049648	+	CYR61	N
chr1	86115105	86174116	-	ZNHIT6	N
chr1	86194915	86622121	-	COL24A1	N
chr1	86812506	86862025	-	ODF2L	Y
chr1	86823314	86823370	-	MIR7856	Y
chr1	86889768	86922240	+	CLCA2	N
chr1	86934525	86965974	+	CLCA1	N
chr1	87012758	87046432	+	CLCA4	Y
chr1	87036863	87170176	-	LOC105378828	Y
chr1	87099958	87121059	+	CLCA3P	Y
chr1	87170252	87213867	+	SH3GLB1	N
chr1	87328127	87380107	-	SEP15	N
chr1	87380334	87575681	+	HS2ST1	N
chr1	87595447	87634886	+	LINC01140	N
chr1	87678351	87717014	+	LOC101927844	N
chr1	87794150	87814607	+	LMO4	N
chr1	87819209	87837338	-	LINC01364	N
chr1	89003195	89150887	-	PKN2-AS1	Y
chr1	89149826	89301938	+	PKN2	Y
chr1	89318320	89357301	-	GTF2B	N
chr1	89401455	89458643	-	KYAT3	Y
chr1	89445138	89458643	-	RBMXL1	Y
chr1	89472359	89488549	-	GBP3	N
chr1	89517986	89531043	-	GBP1	N
chr1	89571815	89591842	-	GBP2	N
chr1	89597433	89641723	-	GBP7	N
chr1	89646830	89664633	-	GBP4	N
chr1	89724633	89738544	-	GBP5	N
chr1	89754940	89756045	-	LOC729930	N
chr1	89829435	89853719	+	GBP6	N
chr1	89873237	89890493	+	GBP1P1	N
chr1	89990396	90063420	+	LRRC8B	N
chr1	90090407	90098453	-	FLJ27354	N
chr1	90098643	90185094	+	LRRC8C	N
chr1	90286572	90401989	+	LRRC8D	N
chr1	90458823	90460525	-	GEMIN8P4	N
chr1	90460653	90501089	+	ZNF326	N
chr1	91177578	91182794	-	BARHL2	N
chr1	91248540	91317195	-	LOC105378853	N
chr1	91380856	91487812	-	ZNF644	N
chr1	91726322	91870426	-	HFM1	N
chr1	91966403	91991321	+	CDC7	N
chr1	92145899	92371559	-	TGFBR3	N
chr1	92414927	92479985	+	BRDT	N
chr1	92495532	92529093	+	EPHX4	N
chr1	92539992	92541029	-	SETSIP	N
chr1	92545861	92613401	+	BTBD8	N
chr1	92634414	92650282	+	KIAA1107	N
chr1	92683572	92711367	+	C1orf146	N
chr1	92711954	92764566	-	GLMN	Y
chr1	92764521	92853732	+	RPAP2	Y
chr1	92940317	92952433	-	GFI1	N
chr1	92974252	93257961	-	EVI5	N
chr1	93297593	93307481	+	RPL5	Y
chr1	93298285	93427079	-	FAM69A	Y
chr1	93302845	93302940	+	SNORD21	Y
chr1	93306275	93306408	+	SNORA66	Y
chr1	93544791	93604638	+	MTF2	N
chr1	93615298	93646246	-	TMED5	N
chr1	93646272	93744287	+	CCDC18	N
chr1	93775665	93811368	-	CCDC18-AS1	N
chr1	93811477	93828148	+	DR1	N
chr1	93913687	94020218	+	FNBP1L	N
chr1	94027297	94312706	-	BCAR3	Y
chr1	94057524	94065587	+	LOC100129046	Y
chr1	94312387	94312467	+	MIR760	Y
chr1	94335013	94344762	-	DNTTIP2	N
chr1	94350755	94375154	-	GCLM	N
chr1	94458393	94586705	-	ABCA4	N
chr1	94634462	94703307	-	ARHGAP29	N
chr1	94883932	94984219	+	ABCD3	N
chr1	94994731	95007413	-	F3	N
chr1	95123088	95285837	-	LINC01057	Y
chr1	95211415	95211456	-	MIR378G	Y
chr1	95285897	95360803	+	SLC44A3	N
chr1	95362504	95392779	-	CNN3	N
chr1	95393583	95428826	+	LOC729970	N
chr1	95448278	95538507	-	ALG14	Y
chr1	95527151	95533101	+	LOC101928098	Y
chr1	95558072	95663161	+	TMEM56	Y
chr1	95583478	95710509	+	TMEM56-RWDD3	Y
chr1	95628774	95699538	-	LOC101928118	Y
chr1	95699710	95712781	+	RWDD3	Y
chr1	95776483	95783819	-	LOC100996630	N
chr1	95940292	95944912	+	FLJ31662	N
chr1	95975671	95981020	+	LOC100996635	N
chr1	96457623	96488436	+	LOC102723661	N
chr1	96719624	96839681	-	LOC101928241	N
chr1	97187160	97280605	+	PTBP2	N
chr1	97543299	98386615	-	DPYD	Y
chr1	97561478	97788511	+	DPYD-AS1	Y
chr1	98262476	98263607	+	DPYD-AS2	Y
chr1	98453555	98515249	-	MIR137HG	Y
chr1	98510798	98510907	-	MIR2682	Y
chr1	98511625	98511727	-	MIR137	Y
chr1	98676266	98738214	+	LOC729987	N
chr1	99127235	99226056	+	SNX7	N
chr1	99355800	99470449	-	PLPPR5	Y
chr1	99469831	99614408	+	LOC100129620	Y
chr1	99729847	99775138	+	PLPPR4	N
chr1	99937975	99953360	-	LOC101928270	N
chr1	100111430	100160097	+	PALMD	Y
chr1	100154610	100178513	+	MIR548AA1	Y
chr1	100174258	100231349	-	FRRS1	Y
chr1	100315639	100389579	+	AGL	N
chr1	100435344	100492534	+	SLC35A3	N
chr1	100503788	100548929	+	MFSD14A	N
chr1	100549100	100598651	-	SASS6	N
chr1	100598705	100616054	+	TRMT13	Y
chr1	100614003	100643829	-	LRRC39	Y
chr1	100652477	100715409	-	DBT	N
chr1	100730297	100731730	-	RTCA-AS1	Y
chr1	100731713	100758325	+	RTCA	Y
chr1	100746796	100746864	+	MIR553	Y
chr1	100810570	100985833	+	CDC14A	N
chr1	101003727	101007583	+	GPR88	N
chr1	101092605	101112560	-	LINC01349	N
chr1	101185195	101204601	+	VCAM1	N
chr1	101337927	101360735	-	EXTL2	N
chr1	101361631	101447311	+	SLC30A7	N
chr1	101455179	101491362	-	DPH5	N
chr1	101491401	101552935	+	LOC102606465	N
chr1	101700428	101702084	-	LOC101928370	N
chr1	101702304	101707076	+	S1PR1	N
chr1	101789392	101842869	+	LINC01307	N
chr1	102268122	102462790	-	OLFM3	Y
